age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,country,salary,predicted_salary,id
"[17,21]",Private,169155,<= 12th,"[1,8]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,9272
"[17,21]",Private,303565,Some-college,"(9,10]",Spouseless,Service,Child or other relative,Other,Male,40,Non-US,0,0,9273
"(33,35]",Private,140092,High School,"(8,9]",Spouseless,Tech and Secutity,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,9274
"[17,21]",Other,267399,<= 12th,"[1,8]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,9275
"(37,43]",Self-emp-not-inc,251323,<= 12th,"[1,8]",With Spouse,Agriculture,Child or other relative,White or Asian-Pac-Islander,Male,40,Non-US,0,0,9276
"(61,90]",Private,370881,Associate,"(10,12]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,9277
"(29,33]",Private,269182,Some-college,"(9,10]",Spouseless,Tech and Secutity,Unmarried,Other,Female,40,US,0,0,9278
"(37,43]",Private,185848,Masters,"(13,16]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,9279
"(33,35]",Private,46746,<= 12th,"[1,8]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,9280
"(37,43]",Private,310255,High School,"(8,9]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9281
"(54,61]",State-gov,379885,Above Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,9282
"(61,90]",Self-emp-not-inc,31428,High School,"(8,9]",With Spouse,Agriculture,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9283
"(25,29]",Private,247025,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,9284
"(37,43]",Private,252327,<= 12th,"[1,8]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,40,Non-US,0,0,9285
"(54,61]",Private,107165,High School,"(8,9]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,9286
"(35,37]",Private,150057,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,9287
"(21,23]",Private,189468,Associate,"(10,12]",With Spouse,Machine-op-inspct,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,9288
"(25,29]",Other,198393,High School,"(8,9]",Spouseless,Other,Not-in-family,Other,Female,40,US,0,0,9289
"(23,25]",Private,27411,Bachelors,"(12,13]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,9290
"(21,23]",Private,147397,Bachelors,"(12,13]",Spouseless,Agriculture,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,9291
"(37,43]",Self-emp-inc,423217,Bachelors,"(12,13]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,9292
"[17,21]",Private,100009,High School,"(8,9]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,9293
"(33,35]",Private,191628,Some-college,"(9,10]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9294
"(33,35]",Private,340880,High School,"(8,9]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,Non-US,1,0,9295
"(29,33]",Private,57781,High School,"(8,9]",Spouseless,Administration,Unmarried,White or Asian-Pac-Islander,Female,>40,US,0,0,9296
"(23,25]",Private,136687,High School,"(8,9]",Spouseless,Machine-op-inspct,Unmarried,Other,Female,40,US,0,0,9297
"[17,21]",Private,205218,<= 12th,"[1,8]",Spouseless,Sales,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,9298
"(33,35]",Private,228406,Some-college,"(9,10]",Spouseless,Administration,Unmarried,Other,Female,40,US,0,0,9299
"(43,54]",Private,120131,High School,"(8,9]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,9300
"(43,54]",Local-gov,127943,High School,"(8,9]",Spouseless,Service,Unmarried,Other,Female,40,US,0,0,9301
"(54,61]",Private,301514,High School,"(8,9]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9302
"[17,21]",Private,156980,High School,"(8,9]",Spouseless,Machine-op-inspct,Child or other relative,White or Asian-Pac-Islander,Male,>40,US,0,0,9303
"(43,54]",Private,305673,Associate,"(10,12]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,1,0,9304
"(25,29]",Private,402998,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,9305
"(43,54]",Other,248876,Bachelors,"(12,13]",Spouseless,Other,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,9306
"(37,43]",Private,242586,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9307
"(54,61]",Local-gov,296085,Associate,"(10,12]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9308
"(43,54]",Private,189511,Associate,"(10,12]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,>40,Non-US,1,0,9309
"(29,33]",Private,124420,<= 12th,"[1,8]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9310
"(29,33]",Local-gov,94991,High School,"(8,9]",Spouseless,Service,Unmarried,Other,Male,40,US,0,0,9311
"(25,29]",Private,60722,High School,"(8,9]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,9312
"(29,33]",Private,59944,High School,"(8,9]",Spouseless,Transport-moving,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,9313
"(54,61]",Private,142714,Some-college,"(9,10]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,9314
"(25,29]",Private,107108,Some-college,"(9,10]",With Spouse,Administration,Wife or husband,Other,Male,40,US,0,0,9315
"[17,21]",Private,301911,Some-college,"(9,10]",Spouseless,Sales,Child or other relative,White or Asian-Pac-Islander,Male,<40,Non-US,0,0,9316
"(43,54]",State-gov,187087,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,9317
"[17,21]",Private,225859,Some-college,"(9,10]",Spouseless,Transport-moving,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,9318
"(43,54]",Private,187830,Masters,"(13,16]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,1,0,9319
"(54,61]",Private,317083,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,9320
"(43,54]",Federal-gov,328606,High School,"(8,9]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,9321
"(54,61]",Private,106330,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9322
"(29,33]",Private,218322,Some-college,"(9,10]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,9323
"(43,54]",Private,142411,Associate,"(10,12]",Spouseless,Prof-specialty,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,9324
"(21,23]",Other,199426,Some-college,"(9,10]",Spouseless,Other,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,9325
"(35,37]",Private,139703,High School,"(8,9]",Spouseless,Administration,Not-in-family,Other,Female,40,US,0,0,9326
"(35,37]",Private,208106,Bachelors,"(12,13]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,9327
"(29,33]",Private,256062,Some-college,"(9,10]",Spouseless,Administration,Unmarried,White or Asian-Pac-Islander,Female,<40,Non-US,0,0,9328
"(21,23]",Private,251073,<= 12th,"[1,8]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,>40,US,0,0,9329
"(54,61]",Self-emp-not-inc,175942,Some-college,"(9,10]",Spouseless,Exec-managerial,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,9330
"(43,54]",Private,120131,Bachelors,"(12,13]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,9331
"(43,54]",Private,202872,Associate,"(10,12]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,40,US,1,0,9332
"(37,43]",Private,176716,Masters,"(13,16]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,40,US,1,0,9333
"(37,43]",Private,82540,Some-college,"(9,10]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,9334
"(43,54]",Self-emp-not-inc,119944,Masters,"(13,16]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,9335
"(43,54]",Local-gov,140644,Some-college,"(9,10]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9336
"(37,43]",Local-gov,318046,<= 12th,"[1,8]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9337
"(29,33]",Private,67187,High School,"(8,9]",Spouseless,Service,Child or other relative,Other,Female,<40,US,0,0,9338
"(43,54]",State-gov,144351,Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,9339
"(54,61]",Local-gov,140478,Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,9340
"(54,61]",Private,122390,Associate,"(10,12]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9341
"(23,25]",Private,106491,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,9342
"(25,29]",Private,247978,High School,"(8,9]",Spouseless,Service,Child or other relative,Other,Female,40,US,0,0,9343
"(37,43]",Private,202683,Bachelors,"(12,13]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,1,9344
"(54,61]",Local-gov,268213,Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,<40,Non-US,1,0,9345
"(43,54]",State-gov,237141,Masters,"(13,16]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,9346
"[17,21]",Private,56613,Some-college,"(9,10]",Spouseless,Tech and Secutity,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,9347
"(37,43]",Federal-gov,330174,Above Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,9348
"(43,54]",Local-gov,137250,Masters,"(13,16]",Spouseless,Prof-specialty,Unmarried,Other,Female,<40,US,0,0,9349
"(37,43]",Private,254478,Some-college,"(9,10]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,9350
"(54,61]",Private,300908,Associate,"(10,12]",Spouseless,Machine-op-inspct,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,9351
"(29,33]",Self-emp-not-inc,44503,Some-college,"(9,10]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9352
"(43,54]",Private,228238,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9353
"(33,35]",Self-emp-not-inc,56964,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,9354
"(35,37]",Private,127772,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,9355
"(43,54]",Private,34545,Some-college,"(9,10]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9356
"(54,61]",Private,266343,High School,"(8,9]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,9357
"(29,33]",Local-gov,236487,Bachelors,"(12,13]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,40,Non-US,0,0,9358
"(29,33]",Private,224147,High School,"(8,9]",Spouseless,Transport-moving,Child or other relative,Other,Male,40,US,0,0,9359
"(21,23]",Private,197200,Bachelors,"(12,13]",Spouseless,Prof-specialty,Child or other relative,White or Asian-Pac-Islander,Male,>40,US,0,0,9360
"[17,21]",Private,51262,High School,"(8,9]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,9361
"(25,29]",Private,82393,High School,"(8,9]",Spouseless,Machine-op-inspct,Child or other relative,White or Asian-Pac-Islander,Male,40,Non-US,0,0,9362
"[17,21]",Private,119665,Some-college,"(9,10]",Spouseless,Tech and Secutity,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,9363
"[17,21]",Other,230874,Some-college,"(9,10]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Female,40,US,0,0,9364
"(29,33]",Private,122042,Masters,"(13,16]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,9365
"(25,29]",Self-emp-inc,37088,Bachelors,"(12,13]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,9366
"[17,21]",Other,176356,Some-college,"(9,10]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Female,<40,Non-US,0,0,9367
"(25,29]",Private,123302,High School,"(8,9]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,0,0,9368
"(54,61]",Private,104945,<= 12th,"[1,8]",With Spouse,Service,Wife or husband,Other,Male,40,US,0,0,9369
"(43,54]",Self-emp-inc,192973,Bachelors,"(12,13]",With Spouse,Tech and Secutity,Wife or husband,Other,Male,40,US,1,0,9370
"(33,35]",Private,29145,Associate,"(10,12]",Spouseless,Transport-moving,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,9371
"(33,35]",Private,175232,High School,"(8,9]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,9372
"(43,54]",Private,165138,Associate,"(10,12]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9373
"(29,33]",Private,109055,High School,"(8,9]",With Spouse,Agriculture,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,9374
"(54,61]",Other,425497,Associate,"(10,12]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,9375
"(29,33]",Private,297155,Some-college,"(9,10]",Spouseless,Administration,Unmarried,Other,Female,40,US,0,0,9376
"(43,54]",Self-emp-not-inc,95435,High School,"(8,9]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,9377
"(25,29]",Private,176037,Associate,"(10,12]",Spouseless,Tech and Secutity,Not-in-family,Other,Male,40,US,1,0,9378
"(37,43]",Private,290321,<= 12th,"[1,8]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9379
"(25,29]",Other,174163,Some-college,"(9,10]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Female,40,US,1,0,9380
"[17,21]",Private,231562,High School,"(8,9]",Spouseless,Sales,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,9381
"(43,54]",Private,99987,<= 12th,"[1,8]",Spouseless,Machine-op-inspct,Unmarried,Other,Female,40,US,0,0,9382
"(25,29]",Self-emp-not-inc,120126,Some-college,"(9,10]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9383
"(43,54]",Private,304570,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,Non-US,1,1,9384
"(43,54]",Other,155233,<= 12th,"[1,8]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Female,40,Non-US,0,0,9385
"(29,33]",Private,502752,Bachelors,"(12,13]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Female,40,US,1,0,9386
"(43,54]",Private,277946,Some-college,"(9,10]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,9387
"(35,37]",Private,143123,Above Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,9388
"(25,29]",Private,492263,<= 12th,"[1,8]",Spouseless,Machine-op-inspct,Child or other relative,White or Asian-Pac-Islander,Male,<40,Non-US,0,0,9389
"(43,54]",Self-emp-not-inc,47086,Bachelors,"(12,13]",Spouseless,Sales,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,9390
"(23,25]",Private,222853,Some-college,"(9,10]",Spouseless,Craft-repair,Unmarried,White or Asian-Pac-Islander,Male,>40,US,0,0,9391
"(21,23]",Private,344176,High School,"(8,9]",Spouseless,Sales,Unmarried,White or Asian-Pac-Islander,Male,<40,US,0,0,9392
"(37,43]",Private,306440,Above Masters,"(13,16]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,>40,Non-US,0,0,9393
"(43,54]",Private,127117,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9394
"(61,90]",Private,54732,Some-college,"(9,10]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,1,0,9395
"(54,61]",Self-emp-not-inc,41938,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Female,<40,US,0,1,9396
"(23,25]",Private,27678,Some-college,"(9,10]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Female,>40,US,0,0,9397
"(43,54]",Private,215990,High School,"(8,9]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9398
"(37,43]",Private,461337,High School,"(8,9]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,9399
"(37,43]",Local-gov,344855,Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Female,<40,US,1,1,9400
"(25,29]",Federal-gov,242147,High School,"(8,9]",Spouseless,Administration,Not-in-family,Other,Male,>40,US,0,0,9401
"(35,37]",Private,261241,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,9402
"(37,43]",Private,158177,Some-college,"(9,10]",Spouseless,Administration,Unmarried,Other,Female,<40,US,0,0,9403
"(25,29]",Private,391468,<= 12th,"[1,8]",Spouseless,Craft-repair,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,9404
"(43,54]",Local-gov,199995,Masters,"(13,16]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,9405
"(37,43]",Other,281768,<= 12th,"[1,8]",Spouseless,Other,Unmarried,Other,Female,<40,US,0,0,9406
"(43,54]",Private,267790,<= 12th,"[1,8]",Spouseless,Service,Unmarried,Other,Female,40,US,0,0,9407
"(25,29]",Private,217379,Some-college,"(9,10]",Spouseless,Prof-specialty,Child or other relative,White or Asian-Pac-Islander,Female,40,US,0,0,9408
"(21,23]",Private,138504,Some-college,"(9,10]",Spouseless,Administration,Unmarried,Other,Female,<40,US,0,0,9409
"(23,25]",Private,103064,Bachelors,"(12,13]",Spouseless,Tech and Secutity,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,9410
"(54,61]",Private,184493,Some-college,"(9,10]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9411
"(37,43]",Private,104089,Associate,"(10,12]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,9412
"(21,23]",Private,149204,Bachelors,"(12,13]",Spouseless,Exec-managerial,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,9413
"(23,25]",Local-gov,137296,Associate,"(10,12]",Spouseless,Administration,Child or other relative,Other,Female,<40,US,0,0,9414
"(37,43]",Private,87771,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Female,>40,US,0,0,9415
"(25,29]",Local-gov,138332,Above Masters,"(13,16]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,9416
"(37,43]",Federal-gov,325538,Above Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,9417
"(23,25]",Private,211160,Some-college,"(9,10]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9418
